X,Y
-0.7645238943074252,5.62836133908941
-0.7616932676793187,5.586662048091583
-0.6926687463700648,5.553604459175313
-0.7146924854285016,5.5508131955995275
-0.7395269591147106,5.589639465149554
-0.7395269591147106,5.589639465149554
-0.6951597830125115,5.595330405766655
-0.7395269591147106,5.589639465149554
-0.7367049792650675,5.547934593584882
-0.7868436022214295,5.625284463381965
-0.7173490145739252,5.5925289328625425
-0.7645238943074252,5.62836133908941
-0.7616932676793187,5.586662048091583
-0.7616932676793187,5.586662048091583
-0.7173490145739252,5.5925289328625425
-0.7173490145739252,5.5925289328625425
-0.7645238943074252,5.62836133908941
-0.6926687463700648,5.553604459175313
-0.7173490145739252,5.5925289328625425
-0.7395269591147106,5.589639465149554
-0.7838475914952897,5.583596728536354
-0.7173490145739252,5.5925289328625425
-0.7616932676793187,5.586662048091583
-0.7868436022214295,5.625284463381965
-0.7645238943074252,5.62836133908941
-0.7173490145739252,5.5925289328625425
-0.7868436022214295,5.625284463381965
-0.7645238943074252,5.62836133908941
-0.6706341086189834,5.556308340393523
-0.7395269591147106,5.589639465149554
-0.7838475914952897,5.583596728536354
-0.7587058815274779,5.544968698424312
-0.7118791756636231,5.509102779746416
-0.7146924854285016,5.5508131955995275
-0.7146924854285016,5.5508131955995275
-0.7395269591147106,5.589639465149554
-0.7645238943074252,5.62836133908941
-0.7645238943074252,5.62836133908941
-0.6706341086189834,5.556308340393523
-0.6926687463700648,5.553604459175313
-0.7868436022214295,5.625284463381965
-0.6706341086189834,5.556308340393523
-0.7146924854285016,5.5508131955995275
-0.7421921571067104,5.6313496561883465
-0.7173490145739252,5.5925289328625425
-0.7616932676793187,5.586662048091583
-0.7616932676793187,5.586662048091583
-0.7395269591147106,5.589639465149554
-0.8091509296626247,5.622119077478653
-0.7421921571067104,5.6313496561883465
-0.7395269591147106,5.589639465149554
-0.7645238943074252,5.62836133908941
-0.7395269591147106,5.589639465149554
-0.7838475914952897,5.583596728536354
-0.7173490145739252,5.5925289328625425
-0.7838475914952897,5.583596728536354
-0.7616932676793187,5.586662048091583
-0.7395269591147106,5.589639465149554
-0.7367049792650675,5.547934593584882
-0.7838475914952897,5.583596728536354
-0.7395269591147106,5.589639465149554
-0.7421921571067104,5.6313496561883465
-0.7146924854285016,5.5508131955995275
-0.7645238943074252,5.62836133908941
-0.7395269591147106,5.589639465149554
-0.7868436022214295,5.625284463381965
-0.7395269591147106,5.589639465149554
-0.7395269591147106,5.589639465149554
-0.7146924854285016,5.5508131955995275
-0.7395269591147106,5.589639465149554
-0.7395269591147106,5.589639465149554
-0.6655126636543769,5.472850197966987
-0.7421921571067104,5.6313496561883465
-0.7395269591147106,5.589639465149554
-0.7645238943074252,5.62836133908941
-0.7173490145739252,5.5925289328625425
-0.7146924854285016,5.5508131955995275
-0.8091509296626247,5.622119077478653
-0.7395269591147106,5.589639465149554
-0.7395269591147106,5.589639465149554
-0.7645238943074252,5.62836133908941
-0.7868436022214295,5.625284463381965
-0.7173490145739252,5.5925289328625425
-0.7645238943074252,5.62836133908941
-0.7645238943074252,5.62836133908941
-0.7395269591147106,5.589639465149554
-0.7173490145739252,5.5925289328625425
-0.6926687463700648,5.553604459175313
-0.7645238943074252,5.62836133908941
-0.8121555413616215,5.663801161415486
-0.7146924854285016,5.5508131955995275
-0.7645238943074252,5.62836133908941
-0.7173490145739252,5.5925289328625425
-0.7868436022214295,5.625284463381965
-0.7645238943074252,5.62836133908941
-0.7146924854285016,5.5508131955995275
-0.7395269591147106,5.589639465149554
-0.7367049792650675,5.547934593584882
-0.7173490145739252,5.5925289328625425
-0.7395269591147106,5.589639465149554
-0.7395269591147106,5.589639465149554
-0.7616932676793187,5.586662048091583
-0.7367049792650675,5.547934593584882
-0.7616932676793187,5.586662048091583
-0.6655126636543769,5.472850197966987
-0.7395269591147106,5.589639465149554
-0.7118791756636231,5.509102779746416
-0.7395269591147106,5.589639465149554
-0.7868436022214295,5.625284463381965
-0.6926687463700648,5.553604459175313
-0.7645238943074252,5.62836133908941
-0.7421921571067104,5.6313496561883465
-0.7645238943074252,5.62836133908941
-0.7395269591147106,5.589639465149554
-0.6926687463700648,5.553604459175313
-0.7838475914952897,5.583596728536354
-0.7367049792650675,5.547934593584882
-0.7395269591147106,5.589639465149554
-0.7395269591147106,5.589639465149554
-0.7616932676793187,5.586662048091583
-0.7395269591147106,5.589639465149554
-0.6974940005303965,5.63706042787794
-0.7146924854285016,5.5508131955995275
-0.7395269591147106,5.589639465149554
-0.7173490145739252,5.5925289328625425
-0.7838475914952897,5.583596728536354
-0.8091509296626247,5.622119077478653
-0.8091509296626247,5.622119077478653
-0.7395269591147106,5.589639465149554
-0.8091509296626247,5.622119077478653
-0.6681517857725905,5.514576918470002
-0.7395269591147106,5.589639465149554
-0.7838475914952897,5.583596728536354
-0.7645238943074252,5.62836133908941
-0.7868436022214295,5.625284463381965
-0.7395269591147106,5.589639465149554
-0.7395269591147106,5.589639465149554
-0.7616932676793187,5.586662048091583
-0.7173490145739252,5.5925289328625425
-0.6926687463700648,5.553604459175313
-0.7616932676793187,5.586662048091583
-0.7146924854285016,5.5508131955995275
-0.7645238943074252,5.62836133908941
-0.7868436022214295,5.625284463381965
-0.7395269591147106,5.589639465149554
-0.7173490145739252,5.5925289328625425
-0.7645238943074252,5.62836133908941
-0.7395269591147106,5.589639465149554
-0.7173490145739252,5.5925289328625425
-0.7395269591147106,5.589639465149554
-0.7146924854285016,5.5508131955995275
-0.7421921571067104,5.6313496561883465
-0.7173490145739252,5.5925289328625425
-0.7616932676793187,5.586662048091583
-0.7173490145739252,5.5925289328625425
-0.7616932676793187,5.586662048091583
-0.7146924854285016,5.5508131955995275
-0.7395269591147106,5.589639465149554
-0.7173490145739252,5.5925289328625425
-0.690020909233432,5.51188321205864
-0.7616932676793187,5.586662048091583
-0.7616932676793187,5.586662048091583
-0.8091509296626247,5.622119077478653
-0.7395269591147106,5.589639465149554
-0.7838475914952897,5.583596728536354
-0.7395269591147106,5.589639465149554
-0.7616932676793187,5.586662048091583
-0.7173490145739252,5.5925289328625425
-0.8121555413616215,5.663801161415486
-0.7838475914952897,5.583596728536354
-0.7868436022214295,5.625284463381965
-0.789682852169888,5.6669781376324915
-0.7395269591147106,5.589639465149554
-0.7367049792650675,5.547934593584882
-0.7806948460458296,5.541915556784249
-0.7146924854285016,5.5508131955995275
-0.6926687463700648,5.553604459175313
-0.7616932676793187,5.586662048091583
-0.7367049792650675,5.547934593584882
-0.7645238943074252,5.62836133908941
-0.6926687463700648,5.553604459175313
-0.7645238943074252,5.62836133908941
-0.7395269591147106,5.589639465149554
-0.7173490145739252,5.5925289328625425
-0.7146924854285016,5.5508131955995275
-0.7616932676793187,5.586662048091583
-0.7645238943074252,5.62836133908941
-0.7395269591147106,5.589639465149554
-0.7616932676793187,5.586662048091583
-0.7645238943074252,5.62836133908941
-0.7645238943074252,5.62836133908941
-0.7367049792650675,5.547934593584882
-0.8091509296626247,5.622119077478653
-0.7395269591147106,5.589639465149554
-0.7645238943074252,5.62836133908941
-0.7198487419946622,5.634249367659548
-0.7395269591147106,5.589639465149554
-0.7868436022214295,5.625284463381965
-0.7395269591147106,5.589639465149554
-0.7838475914952897,5.583596728536354
-0.7395269591147106,5.589639465149554
-0.7645238943074252,5.62836133908941
-0.6926687463700648,5.553604459175313
-0.7645238943074252,5.62836133908941
-0.7395269591147106,5.589639465149554
-0.7395269591147106,5.589639465149554
-0.7645238943074252,5.62836133908941
-0.7645238943074252,5.62836133908941
-0.7395269591147106,5.589639465149554
-0.690020909233432,5.51188321205864
-0.7838475914952897,5.583596728536354
-0.7367049792650675,5.547934593584882
-0.7146924854285016,5.5508131955995275
-0.7146924854285016,5.5508131955995275
-0.7395269591147106,5.589639465149554
-0.7395269591147106,5.589639465149554
-0.7395269591147106,5.589639465149554
-0.6926687463700648,5.553604459175313
-0.7395269591147106,5.589639465149554
-0.7616932676793187,5.586662048091583
-0.7198487419946622,5.634249367659548
-0.7671977378315895,5.670065947630757
-0.7645238943074252,5.62836133908941
-0.7395269591147106,5.589639465149554
-0.7173490145739252,5.5925289328625425
-0.7173490145739252,5.5925289328625425
-0.7173490145739252,5.5925289328625425
-0.7616932676793187,5.586662048091583
-0.7395269591147106,5.589639465149554
-0.7173490145739252,5.5925289328625425
-0.7421921571067104,5.6313496561883465
-0.7868436022214295,5.625284463381965
-0.7173490145739252,5.5925289328625425
-0.7395269591147106,5.589639465149554
-0.7868436022214295,5.625284463381965
-0.7173490145739252,5.5925289328625425
-0.7395269591147106,5.589639465149554
-0.6951597830125115,5.595330405766655
-0.7645238943074252,5.62836133908941
-0.7173490145739252,5.5925289328625425
-0.7645238943074252,5.62836133908941
-0.7645238943074252,5.62836133908941
-0.7645238943074252,5.62836133908941
-0.7395269591147106,5.589639465149554
-0.7645238943074252,5.62836133908941
-0.7395269591147106,5.589639465149554
-0.7395269591147106,5.589639465149554
-0.7173490145739252,5.5925289328625425
-0.7173490145739252,5.5925289328625425
-0.7616932676793187,5.586662048091583
-0.6462721493775487,5.517183856596781
-0.7395269591147106,5.589639465149554
-0.7616932676793187,5.586662048091583
-0.7395269591147106,5.589639465149554
-0.7645238943074252,5.62836133908941
-0.7616932676793187,5.586662048091583
-0.7868436022214295,5.625284463381965
-0.643798563192004,5.4754469958993806
-0.6926687463700648,5.553604459175313
-0.7616932676793187,5.586662048091583
-0.7173490145739252,5.5925289328625425
-0.6926687463700648,5.553604459175313
-0.7645238943074252,5.62836133908941
-0.7173490145739252,5.5925289328625425
-0.7395269591147106,5.589639465149554
-0.7616932676793187,5.586662048091583
-0.7173490145739252,5.5925289328625425
-0.7868436022214295,5.625284463381965
-0.7395269591147106,5.589639465149554
-0.7868436022214295,5.625284463381965
-0.7395269591147106,5.589639465149554
