X,Y
-1.1893963597164767,7.411048268918659
-1.1893963597164767,7.411048268918659
-1.1893963597164767,7.411048268918659
-1.1893963597164767,7.411048268918659
-1.1893963597164767,7.411048268918659
-1.1893963597164767,7.411048268918659
-1.1893963597164767,7.411048268918659
-1.1893963597164767,7.411048268918659
-1.1893963597164767,7.411048268918659
-1.1893963597164767,7.411048268918659
-1.2093864983948954,7.437371864508337
-1.1893963597164767,7.411048268918659
-1.1893963597164767,7.411048268918659
-1.1893963597164767,7.411048268918659
-1.1893963597164767,7.411048268918659
-1.1893963597164767,7.411048268918659
-1.1893963597164767,7.411048268918659
-1.1893963597164767,7.411048268918659
-1.2093864983948954,7.437371864508337
-1.1893963597164767,7.411048268918659
-1.1893963597164767,7.411048268918659
-1.1893963597164767,7.411048268918659
-1.1893963597164767,7.411048268918659
-1.2093864983948954,7.437371864508337
-1.1893963597164767,7.411048268918659
-1.1893963597164767,7.411048268918659
-1.1893963597164767,7.411048268918659
-1.1893963597164767,7.411048268918659
-1.1893963597164767,7.411048268918659
-1.2093864983948954,7.437371864508337
-1.2093864983948954,7.437371864508337
-1.1893963597164767,7.411048268918659
-1.2093864983948954,7.437371864508337
-1.1893963597164767,7.411048268918659
-1.1893963597164767,7.411048268918659
-1.2093864983948954,7.437371864508337
-1.2093864983948954,7.437371864508337
-1.2093864983948954,7.437371864508337
-1.2093864983948954,7.437371864508337
-1.2093864983948954,7.437371864508337
-1.2093864983948954,7.437371864508337
-1.2093864983948954,7.437371864508337
-1.2093864983948954,7.437371864508337
-1.2093864983948954,7.437371864508337
-1.2294852272598622,7.463612642453434
-1.2294852272598622,7.463612642453434
-1.2294852272598622,7.463612642453434
-1.2294852272598622,7.463612642453434
-1.2294852272598622,7.463612642453434
-1.2294852272598622,7.463612642453434
-1.2294852272598622,7.463612642453434
-1.2294852272598622,7.463612642453434
-1.2294852272598622,7.463612642453434
-1.2294852272598622,7.463612642453434
-1.2294852272598622,7.463612642453434
-1.2294852272598622,7.463612642453434
-1.2294852272598622,7.463612642453434
-1.2294852272598622,7.463612642453434
-1.2294852272598622,7.463612642453434
-1.2294852272598622,7.463612642453434
-1.2294852272598622,7.463612642453434
-1.249692211766804,7.489770165832284
-1.249692211766804,7.489770165832284
-1.249692211766804,7.489770165832284
-1.249692211766804,7.489770165832284
-1.249692211766804,7.489770165832284
-1.249692211766804,7.489770165832284
-1.249692211766804,7.489770165832284
-1.249692211766804,7.489770165832284
-1.249692211766804,7.489770165832284
-1.249692211766804,7.489770165832284
-1.249692211766804,7.489770165832284
