Sholder Angle,Elbow Angle
-71.14058355437666,124.04591104734577
-71.14058355437666,124.04591104734577
-71.14058355437666,124.04591104734577
-71.14058355437666,124.04591104734577
-71.14058355437666,124.04591104734577
-71.14058355437666,124.04591104734577
-71.14058355437666,124.04591104734577
-71.14058355437666,124.04591104734577
-71.14058355437666,124.04591104734577
-71.14058355437666,124.04591104734577
-71.14058355437666,123.80918220946916
-71.14058355437666,124.04591104734577
-71.14058355437666,124.04591104734577
-71.14058355437666,124.04591104734577
-71.14058355437666,124.04591104734577
-71.14058355437666,124.04591104734577
-71.14058355437666,124.04591104734577
-71.14058355437666,124.04591104734577
-71.14058355437666,123.80918220946916
-71.14058355437666,124.04591104734577
-71.14058355437666,124.04591104734577
-71.14058355437666,124.04591104734577
-71.14058355437666,124.04591104734577
-71.14058355437666,123.80918220946916
-71.14058355437666,124.04591104734577
-71.14058355437666,124.04591104734577
-71.14058355437666,124.04591104734577
-71.14058355437666,124.04591104734577
-71.14058355437666,124.04591104734577
-71.14058355437666,123.80918220946916
-71.14058355437666,123.80918220946916
-71.14058355437666,124.04591104734577
-71.14058355437666,123.80918220946916
-71.14058355437666,124.04591104734577
-71.14058355437666,124.04591104734577
-71.14058355437666,123.80918220946916
-71.14058355437666,123.80918220946916
-71.14058355437666,123.80918220946916
-71.14058355437666,123.80918220946916
-71.14058355437666,123.80918220946916
-71.14058355437666,123.80918220946916
-71.14058355437666,123.80918220946916
-71.14058355437666,123.80918220946916
-71.14058355437666,123.80918220946916
-71.14058355437666,123.57245337159254
-71.14058355437666,123.57245337159254
-71.14058355437666,123.57245337159254
-71.14058355437666,123.57245337159254
-71.14058355437666,123.57245337159254
-71.14058355437666,123.57245337159254
-71.14058355437666,123.57245337159254
-71.14058355437666,123.57245337159254
-71.14058355437666,123.57245337159254
-71.14058355437666,123.57245337159254
-71.14058355437666,123.57245337159254
-71.14058355437666,123.57245337159254
-71.14058355437666,123.57245337159254
-71.14058355437666,123.57245337159254
-71.14058355437666,123.57245337159254
-71.14058355437666,123.57245337159254
-71.14058355437666,123.57245337159254
-71.14058355437666,123.33572453371592
-71.14058355437666,123.33572453371592
-71.14058355437666,123.33572453371592
-71.14058355437666,123.33572453371592
-71.14058355437666,123.33572453371592
-71.14058355437666,123.33572453371592
-71.14058355437666,123.33572453371592
-71.14058355437666,123.33572453371592
-71.14058355437666,123.33572453371592
-71.14058355437666,123.33572453371592
-71.14058355437666,123.33572453371592
-71.14058355437666,123.33572453371592
-71.14058355437666,123.33572453371592
-71.14058355437666,123.33572453371592
-71.14058355437666,123.33572453371592
-71.14058355437666,123.0989956958393
-71.14058355437666,123.33572453371592
-71.14058355437666,123.0989956958393
-71.14058355437666,123.0989956958393
-71.14058355437666,123.0989956958393
-71.14058355437666,123.0989956958393
-71.14058355437666,123.0989956958393
